#node	date	numeric date
NODE_0000192	-137600423-01-11	-137600422.970396
NODE_0000193	-136315366-07-18	-136315365.455046
GMMDM117-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
GMMDN2472-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000194	-137003281-10-06	-137003280.237372
NODE_0000195	-135867352-08-22	-135867351.361574
GMNGC128-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000196	-135780737-05-24	-135780736.607230
GMAQD045-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
GBDL00699	-131997976-01-01	-131997976.000000
NODE_0000197	-136590087-02-21	-136590086.857964
GMAQA088-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
NODE_0000198	-136287450-06-12	-136287449.554351
NODE_0000199	-135027732-05-30	-135027731.589750
GMMBS362-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000200	-134052462-11-03	-134052461.160922
PMNHA330-14|Anthribidae|Anthribidae|Pakistan|Islamabad|BIOUG_RAWAL	-131997976-01-01	-131997976.000000
BIOD08442	-131997976-01-01	-131997976.000000
NODE_0000201	-136046049-05-16	-136046048.628431
GMNGP142-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000202	-135916833-04-05	-135916832.739750
NODE_0000091	-135916833-04-05	-135916832.739750
GMNGB146-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000206	-132050650-12-08	-132050649.063296
GMMNR045-18|Araecerus_fasciculatus|Anthribidae|Malaysia|Negeri_Sembilan|	-131997976-01-01	-131997976.000000
GMBCC2707-15|Araecerus_fasciculatus|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000203	-135433080-03-30	-135433079.757322
GMMBD256-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000204	-134749118-10-23	-134749117.190225
GMNGG154-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGB142-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000207	-138636371-04-24	-138636370.688496
NODE_0000208	-137882391-06-06	-137882390.571908
GMMGT971-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000209	-137023279-07-10	-137023278.478404
NODE_0000099	-137023279-07-10	-137023278.478404
GMKMT1016-15|Anthribidae|Anthribidae|Kenya|Laikipia|BIOUG_KENYA2	-131997976-01-01	-131997976.000000
NODE_0000210	-136582782-08-10	-136582781.392819
GMMGE376-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMGD1735-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000212	-136644436-08-22	-136644435.360852
NODE_0000213	-135445635-04-11	-135445634.724896
GMMBY059-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000214	-132125527-12-27	-132125526.011063
BIOD02040	-131997976-01-01	-131997976.000000
BIOD09235	-131997976-01-01	-131997976.000000
NODE_0000215	-136171645-12-13	-136171644.050277
GMMGN4435-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000216	-135305970-12-10	-135305969.059592
GMMGL379-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000217	-134775503-01-21	-134775502.944850
GMBUA1443-14|Rhaphitropis_marchicus|Anthribidae|Bulgaria|Sofiya|BIOUG_SOFIYA	-131997976-01-01	-131997976.000000
GMMBZ1742-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000218	-138107655-08-20	-138107654.366551
NODE_0000219	-136339319-11-04	-136339318.157046
GMMGI699-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000220	-135475390-03-17	-135475389.792166
GMAQA090-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
GBDL01513	-131997976-01-01	-131997976.000000
NODE_0000221	-137987359-09-30	-137987358.252225
NODE_0000222	-137437342-11-03	-137437341.161235
NODE_0000118	-137437342-11-03	-137437341.161235
GMNGD071-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000223	-136945590-04-08	-136945589.731809
GMGAG508-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000224	-136383153-06-22	-136383152.526214
GMAQQ029-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
GMMDG917-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000226	-137046905-11-10	-137046904.141623
NODE_0000136	-137046905-11-10	-137046904.141623
GMNGU331-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000227	-135031841-10-07	-135031840.233238
GMNGD056-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000228	-132180743-09-09	-132180742.310879
GMMSD678-18|Anthribidae|Anthribidae|Malaysia|Perak|	-131997976-01-01	-131997976.000000
GMMGF490-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000230	-136591516-03-14	-136591515.800135
NODE_0000231	-135734155-10-01	-135734154.251363
GMMGN1741-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMAQB024-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
NODE_0000232	-135456983-12-27	-135456982.011129
GMNGC126-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGU349-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000233	-137696620-09-05	-137696619.321694
NODE_0000146	-137696620-09-05	-137696619.321694
NODE_0000235	-137598852-10-29	-137598851.175300
JIFFM047-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000236	-135947914-07-28	-135947913.428645
GMMDD2647-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
GMMGT2519-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000237	-136752813-06-08	-136752812.564521
BIOD01110	-131997976-01-01	-131997976.000000
NODE_0000238	-136019436-11-09	-136019435.143931
NODE_0000154	-136019436-11-09	-136019435.143931
GMNGZ093-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000239	-134598406-12-10	-134598405.058948
GMMBF173-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000240	-134516224-09-29	-134516223.255637
BIOD01647	-131997976-01-01	-131997976.000000
GMMBS401-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000242	-135596059-09-03	-135596058.328194
GMMBS380-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000243	-135041299-07-29	-135041298.426828
GMGGC553-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000244	-132699930-07-13	-132699929.469863
GMGGX050-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
GMGGF596-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000245	-137554232-05-18	-137554231.622326
NODE_0000246	-136909016-09-17	-136909015.288566
GMAQL796-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
NODE_0000247	-136648098-01-23	-136648097.938860
GMMBU097-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000248	-135942841-01-13	-135942840.966749
NODE_0000249	-135458881-09-14	-135458880.295965
BIOD05453	-131997976-01-01	-131997976.000000
NODE_0000250	-134574096-11-17	-134574095.122594
GMCCV111-18|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
JICCG485-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000251	-134855602-06-13	-134855601.551566
JICAE136-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000252	-132049378-05-23	-132049377.610093
CNRGE547-15|Anthribidae|Anthribidae|Canada|Ontario|BIOUG_ROUGE-NP	-131997976-01-01	-131997976.000000
GMFRG787-14|Anthribidae|Anthribidae|United_States|Virginia|BIOUG_FRONTROYAL	-131997976-01-01	-131997976.000000
NODE_0000253	-136968772-04-21	-136968771.696626
NODE_0000254	-135030457-03-10	-135030456.813606
GMMBY037-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
GMMGD4514-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000171	-136968772-04-21	-136968771.696626
NODE_0000256	-136579413-07-21	-136579412.447278
BIOD03628	-131997976-01-01	-131997976.000000
NODE_0000257	-135964729-11-02	-135964728.164190
GMAAD1053-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
BIOD06744	-131997976-01-01	-131997976.000000
NODE_0000258	-136566266-12-31	-136566265.001578
NODE_0000260	-135908231-11-28	-135908230.091331
GMGAO516-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000261	-135126521-12-02	-135126520.082059
GMNGI116-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000262	-132123756-04-01	-132123755.751898
GMMBX104-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
GMMBZ1709-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000179	-136566266-12-31	-136566265.001578
BIOD04479	-131997976-01-01	-131997976.000000
NODE_0000263	-135285064-12-24	-135285063.021056
NODE_0000264	-132909038-03-15	-132909037.799940
GMBUB1581-14|Choragus_sheppardi|Anthribidae|Bulgaria|Sofiya|BIOUG_SOFIYA	-131997976-01-01	-131997976.000000
CNRGC087-15|Choragus|Anthribidae|Canada|Ontario|BIOUG_ROUGE-NP	-131997976-01-01	-131997976.000000
NODE_0000265	-134972499-01-20	-134972498.946260
NODE_0000266	-134362748-01-01	-134362747.997357
GMNGJ140-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMMDD3005-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000267	-132133039-02-16	-132133038.872205
GMGSF214-12|Anthribidae|Anthribidae|United_States|Tennessee|BIOUG_GSM-NP	-131997976-01-01	-131997976.000000
CNSLR035-13|Choragus_sayi|Anthribidae|Canada|Ontario|BIOUG_STLAW-NP	-131997976-01-01	-131997976.000000
NODE_0000185	-139325474-08-20	-139325473.364873
NODE_0000308	-138965245-06-28	-138965244.512166
NODE_0000367	-138955380-11-10	-138955379.141274
NODE_0000191	-138955380-11-10	-138955379.141274
NODE_0000369	-138702828-12-21	-138702827.028658
BIOD01396	-131997976-01-01	-131997976.000000
NODE_0000370	-135804764-05-05	-135804763.657670
GMNGF472-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMGAB249-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000205	-138955380-11-10	-138955379.141274
NODE_0000371	-137587455-06-09	-137587454.564072
BIOD05811	-131997976-01-01	-131997976.000000
NODE_0000372	-137284486-09-19	-137284485.284455
GMMBU079-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000373	-135910508-02-12	-135910507.882754
GMESO846-14|Anthribidae|Anthribidae|Egypt|Alexandria|BIOUG_ALEXAN_2	-131997976-01-01	-131997976.000000
NODE_0000374	-134662662-12-08	-134662661.064290
GMSAQ685-13|Anthribidae|Anthribidae|South_Africa|Gauteng|BIOUG_MAGAL	-131997976-01-01	-131997976.000000
GMGGL699-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000211	-138955380-11-10	-138955379.141274
NODE_0000377	-136451623-01-24	-136451622.936739
GMGAI003-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000378	-135050684-08-30	-135050683.337265
GMMBG005-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
BIOD01626	-131997976-01-01	-131997976.000000
NODE_0000379	-136638142-06-09	-136638141.563370
NODE_0000380	-132111385-12-03	-132111384.078128
GMGBA038-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000381	-132010255-07-23	-132010254.442928
GMGAP029-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
GMGAO006-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000382	-134951752-08-11	-134951751.389471
GBDL01316	-131997976-01-01	-131997976.000000
NODE_0000383	-134347131-10-29	-134347130.173814
NODE_0000384	-132747954-12-26	-132747953.014271
GMGAQ025-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	--	--
GMKMX1585-15|Anthribidae|Anthribidae|Kenya|Laikipia|BIOUG_KENYA2	-131997976-01-01	-131997976.000000
NODE_0000385	-132042653-05-26	-132042652.600198
GMMBE045-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
BIOD08523	-131997976-01-01	-131997976.000000
NODE_0000386	-138715378-02-23	-138715377.852122
