#node	date	numeric date
NODE_0000272	-135967056-05-01	-135967055.670411
NODE_0000509	-135967056-05-01	-135967055.670411
BIOD05618	-131997976-01-01	-131997976.000000
NODE_0000274	-132039843-05-23	-132039842.610942
GBDL00652	-131997976-01-01	-131997976.000000
NODE_0000311	-132010255-07-23	-132010254.442928
BIOD04486	-131997976-01-01	-131997976.000000
NODE_0000276	-132010255-07-23	-132010254.442928
BIOD03719	-131997976-01-01	-131997976.000000
BIOD08448	-131997976-01-01	-131997976.000000
NODE_0000277	-135957886-11-22	-135957885.108602
JIEEO081-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000278	-135636907-06-09	-135636906.563550
NODE_0000279	-133092467-09-01	-133092466.331670
JIFFJ162-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
BIOD07434	-131997976-01-01	-131997976.000000
NODE_0000280	-134895601-04-19	-134895600.704079
NODE_0000281	-133197845-02-26	-133197844.844783
JIAAN028-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
JIFFO028-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000282	-134070813-04-07	-134070812.735222
GBDL00852	-131997976-01-01	-131997976.000000
NODE_0000283	-132145103-05-24	-132145102.606810
JICCR145-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000284	-132086050-06-09	-132086049.563206
BIOD05304	-131997976-01-01	-131997976.000000
NODE_0000520	-132010255-07-23	-132010254.442928
BIOD00434	-131997976-01-01	-131997976.000000
GBDL00740	-131997976-01-01	-131997976.000000
NODE_0000286	-138106020-10-07	-138106019.233488
NODE_0000522	-138106020-10-07	-138106019.233488
NODE_0000288	-135905270-06-26	-135905269.516389
GMSAR1595-13|Anthribidae|Anthribidae|South_Africa|Gauteng|BIOUG_MAGAL	-131997976-01-01	-131997976.000000
GMAQD074-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
NODE_0000289	-136559175-12-20	-136559174.032580
GMMDF156-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000290	-135143848-08-03	-135143847.412220
GMGAT028-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000291	-132643370-06-20	-132643369.531737
GMGAE150-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000292	-132281293-11-16	-132281292.125254
BIOD03656	-131997976-01-01	-131997976.000000
NODE_0000528	-132010255-07-23	-132010254.442928
BIOD05449	-131997976-01-01	-131997976.000000
BIOD07329	-131997976-01-01	-131997976.000000
NODE_0000294	-137474199-11-21	-137474198.110215
NODE_0000295	-137078884-04-15	-137078883.713047
GMGAB164-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000296	-135839771-07-09	-135839770.480210
GMGAG005-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000297	-134123280-10-22	-134123279.193626
GMAQT022-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
GMNGZ108-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000298	-137390387-05-06	-137390386.656345
NODE_0000299	-136375644-01-06	-136375643.983593
NODE_0000300	-132687306-08-03	-132687305.412840
GMGAD200-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
GMGAM037-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000301	-135248281-07-31	-135248280.420225
GMGAH1218-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
BIOD08123	-131997976-01-01	-131997976.000000
NODE_0000302	-136452391-12-31	-136452390.000834
NODE_0000303	-133902372-12-01	-133902371.084676
GMGAD012-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
BIOD03592	-131997976-01-01	-131997976.000000
NODE_0000304	-135675529-05-19	-135675528.620952
NODE_0000305	-135041056-06-15	-135041055.546801
GMGAO585-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
GMGAC167-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000306	-135075276-03-09	-135075275.814217
GMGAC201-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000307	-134586736-09-04	-134586735.324385
GMGAH1259-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
BIOD07946	-131997976-01-01	-131997976.000000
NODE_0000030	-138750149-02-15	-138750148.875853
NODE_0000031	-138157969-10-25	-138157968.184033
NODE_0000545	-138157969-10-25	-138157968.184033
GMMGN1014-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000032	-137712690-05-29	-137712689.592794
NODE_0000033	-137257895-08-31	-137257894.336082
NODE_0000548	-137257895-08-31	-137257894.336082
BIOD08478	-131997976-01-01	-131997976.000000
BIOD02088	-131997976-01-01	-131997976.000000
NODE_0000034	-135485916-09-10	-135485915.309190
GMMGQ183-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMBM113-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000550	-137712690-05-29	-137712689.592794
NODE_0000037	-136755520-02-19	-136755519.863926
GMMGT105-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GBDL00313	-131997976-01-01	-131997976.000000
NODE_0000038	-136596368-01-19	-136596367.950558
GMMBX085-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000039	-134899227-02-16	-134899226.871298
GMMBN154-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
GBDL01258	-131997976-01-01	-131997976.000000
NODE_0000041	-137717791-07-24	-137717790.438422
BIOD01172	-131997976-01-01	-131997976.000000
NODE_0000042	-137581929-10-22	-137581928.193431
GMMGT069-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000043	-136654077-07-24	-136654076.438492
NODE_0000557	-136654077-07-24	-136654076.438492
GMMGD1782-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000045	-135305332-05-02	-135305331.667750
GMGSN257-13|Anthribidae|Anthribidae|United_States|Tennessee|BIOUG_GSM-NP	-131997976-01-01	-131997976.000000
GMBCG252-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000046	-135690172-07-27	-135690171.430292
NODE_0000047	-132404931-12-21	-132404930.030132
GMMNP043-18|Anthribidae|Anthribidae|Malaysia|Negeri_Sembilan|	-131997976-01-01	-131997976.000000
NODE_0000048	-132262093-06-21	-132262092.531165
GMMNP243-18|Anthribidae|Anthribidae|Malaysia|Negeri_Sembilan|	-131997976-01-01	-131997976.000000
GMBCD2768-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000049	-135459226-06-30	-135459225.505687
GMMBA208-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000050	-132010255-07-23	-132010254.442928
BIOD09883	--	--
BIOD08960	-131997976-01-01	-131997976.000000
NODE_0000564	-138750149-02-15	-138750148.875853
NODE_0000565	-138750149-02-15	-138750148.875853
NODE_0000072	-138006966-06-15	-138006965.547491
NODE_0000073	-137290551-04-12	-137290550.722386
GMNGH529-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000074	-135050834-05-04	-135050833.660639
GMNGY528-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000075	-134094310-05-30	-134094309.590311
GMBMI227-17|Dissoleucas_niveirostris|Anthribidae|Belarus|Minskaya_Voblasts|	-131997976-01-01	-131997976.000000
GMMBR181-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000076	-137244211-01-16	-137244210.956693
NODE_0000571	-137244211-01-16	-137244210.956693
NODE_0000077	-132010255-07-23	-132010254.442928
BIOD08643	-131997976-01-01	-131997976.000000
BIOD10088	-131997976-01-01	-131997976.000000
NODE_0000079	-135360267-03-10	-135360266.811917
GMMBM108-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
GMMGF499-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000080	-136599404-09-12	-136599403.302408
NODE_0000081	-135966305-08-06	-135966304.404359
NODE_0000083	-134051307-04-30	-134051306.672706
GMNGZ038-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGY838-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000577	-135966305-08-06	-135966304.404359
GMMGA316-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000084	-133197627-06-11	-133197626.558103
BIOD08813	-131997976-01-01	-131997976.000000
NODE_0000085	-132068357-04-06	-132068356.737398
BIOD08757	-131997976-01-01	-131997976.000000
BIOD09050	-131997976-01-01	-131997976.000000
NODE_0000580	-136599404-09-12	-136599403.302408
GMMGD3834-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000087	-135899507-11-08	-135899506.147543
NODE_0000088	-135792407-08-28	-135792406.344597
GMNGH501-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGX057-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000089	-135513518-11-07	-135513517.149142
GBDL01063	-131997976-01-01	-131997976.000000
NODE_0000090	-134405090-06-10	-134405089.560753
GMNGW026-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000585	-134405090-06-10	-134405089.560753
GMNGO028-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGW044-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000586	-138750149-02-15	-138750148.875853
NODE_0000093	-137307772-06-30	-137307771.505815
NODE_0000094	-132149564-07-12	-132149563.471948
GMGAH030-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
BIOD06843	-131997976-01-01	-131997976.000000
NODE_0000589	-137307772-06-30	-137307771.505815
JCCCB482-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
BIOD09232	-131997976-01-01	-131997976.000000
NODE_0000053	-137217500-08-03	-137217499.413018
GMMGT1598-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000054	-136676075-03-09	-136676074.814628
NODE_0000055	-135049556-04-23	-135049555.692984
BIOD04543	-131997976-01-01	-131997976.000000
NODE_0000056	-133753119-03-22	-133753118.780422
NODE_0000057	-133087614-05-26	-133087613.600095
GMHMS1203-16|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
GMADV078-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000058	-133298112-12-27	-133298111.011187
NODE_0000059	-133033280-12-15	-133033279.044486
GMHLJ195-15|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
GMHMK045-16|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
NODE_0000060	-133099646-09-20	-133099645.281343
GMHLF471-15|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
NODE_0000061	-132929955-09-23	-132929954.273625
GMPAC004-18|Anthribidae|Anthribidae|Panama|Panama|	-131997976-01-01	-131997976.000000
GMHDM025-13|Anthribidae|Anthribidae|Honduras|Cortes|BIOUG_CUSU-NP_2	-131997976-01-01	-131997976.000000
NODE_0000062	-136344776-04-17	-136344775.708641
NODE_0000063	-135477389-01-10	-135477388.973424
JCCCH008-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000064	-134093570-05-07	-134093569.653999
GMHJO355-15|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
NODE_0000065	-133873072-02-01	-133873071.912732
GMHGL133-13|Anthribidae|Anthribidae|Honduras|Cortes|BIOUG_CUSU-NP_2	-131997976-01-01	-131997976.000000
NODE_0000066	-133596182-08-31	-133596181.334974
JIEES017-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
GMCDP007-17|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000067	-135623914-09-08	-135623913.313717
GMCHC089-14|Anthribidae|Anthribidae|China|Shaanxi|BIOUG_SHAANXI	-131997976-01-01	-131997976.000000
NODE_0000068	-134774613-04-23	-134774612.691905
NODE_0000069	-132214756-04-16	-132214755.709684
GMHGJ478-13|Anthribidae|Anthribidae|Honduras|Cortes|BIOUG_CUSU-NP_2	-131997976-01-01	-131997976.000000
JIAAJ082-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000070	-132673148-04-27	-132673147.680049
GMHGE320-13|Anthribidae|Anthribidae|Honduras|Cortes|BIOUG_CUSU-NP_1	-131997976-01-01	-131997976.000000
NODE_0000071	-132448570-01-16	-132448569.957471
JICFF026-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
BIOD00416	-131997976-01-01	-131997976.000000
NODE_0000096	-138323192-01-30	-138323191.919743
NODE_0000610	-138323192-01-30	-138323191.919743
GBDL00542	-131997976-01-01	-131997976.000000
NODE_0000098	-137305410-09-09	-137305409.311072
NODE_0000612	-137305410-09-09	-137305409.311072
JIEEW021-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
GMNZO694-14|Anthribidae|Anthribidae|New_Zealand|Waikato|BIOUG_NZ	-131997976-01-01	-131997976.000000
NODE_0000100	-136467990-11-03	-136467989.161379
GMACB1597-15|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|BIOUG_ACG	-131997976-01-01	-131997976.000000
NODE_0000101	-135667990-02-04	-135667989.904812
NODE_0000102	-134168396-11-15	-134168395.128043
GMCDF1848-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	--	--
GMCDH1113-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000616	-135667990-02-04	-135667989.904812
GMCCW1515-18|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000104	-133406524-06-06	-133406523.571707
JICEF035-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000105	-132010255-07-23	-132010254.442928
GMGSE575-12|Anthribidae|Anthribidae|United_States|Tennessee|BIOUG_GSM-NP	-131997976-01-01	-131997976.000000
CNROF620-13|Anthribidae|Anthribidae|Canada|Ontario|BIOUG_ROUGE-NP	-131997976-01-01	-131997976.000000
NODE_0000106	-137727204-10-21	-137727203.194763
NODE_0000620	-137727204-10-21	-137727203.194763
NODE_0000108	-136391656-05-14	-136391655.633378
NODE_0000109	-132215336-06-26	-132215335.516366
GMBCA5730-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000623	-132112635-02-24	-132112634.850822
GMMBC072-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
GMPMC980-18|Anthribidae|Anthribidae|Philippines|Northern_Mindanao|	-131997976-01-01	-131997976.000000
NODE_0000111	-135987317-01-09	-135987316.977541
NODE_0000112	-134241792-11-29	-134241791.088181
GMMGS065-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMNGA026-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000113	-134387933-11-14	-134387932.130105
GMMBS050-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000114	-133966007-12-04	-133966006.073976
GMMGN1407-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMBC046-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000115	-137306475-04-15	-137306474.714414
NODE_0000116	-136400837-09-21	-136400836.276784
NODE_0000117	-135682195-06-30	-135682194.504147
GMMGB088-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000631	-135682195-06-30	-135682194.504147
GMPMI001-18|Anthribidae|Anthribidae|Philippines|Northern_Mindanao|	-131997976-01-01	-131997976.000000
GMGAI070-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000119	-135911751-05-09	-135911750.647110
GMBCD2781-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000120	-135079610-03-17	-135079609.791924
GMNGG627-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000121	-133336219-09-30	-133336218.252475
GMNZW128-14|Anthribidae|Anthribidae|New_Zealand|Waikato|BIOUG_NZ	-131997976-01-01	-131997976.000000
NODE_0000122	-131997977-12-30	-131997976.003969
GMAQL613-17|Anthribidae|Anthribidae|Australia|Queensland|	-131997976-01-01	-131997976.000000
GMNZQ014-14|Anthribidae|Anthribidae|New_Zealand|Waikato|BIOUG_NZ	-131997976-01-01	-131997976.000000
NODE_0000123	-137273153-08-13	-137273152.386187
NODE_0000124	-134605620-09-22	-134605619.275145
GMMGD1773-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMGT1607-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000125	-136689172-02-03	-136689171.907944
NODE_0000126	-134790428-04-17	-134790427.708470
GMMGL154-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMGB139-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000127	-135939502-02-26	-135939501.845328
GMHMN917-16|Anthribidae|Anthribidae|Honduras|Cortes|	-131997976-01-01	-131997976.000000
NODE_0000128	-135034377-07-10	-135034376.477381
JCCCH166-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000129	-134460114-07-03	-134460113.496595
JIEEM020-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000130	-132985945-01-09	-132985944.977863
JCCCB040-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
JICCY723-16|Anthribidae|Anthribidae|Costa_Rica|Guanacaste|	-131997976-01-01	-131997976.000000
NODE_0000131	-137522355-11-09	-137522354.143713
NODE_0000132	-136156114-05-26	-136156113.600166
NODE_0000137	-135637323-02-17	-135637322.871159
BIOD00690	-131997976-01-01	-131997976.000000
NODE_0000138	-134027753-11-06	-134027752.152241
GMMGT095-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000139	-132084844-04-29	-132084843.676331
GMMGH064-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000140	-132035132-09-12	-132035131.301701
GMTKD056-18|Anthribidae|Anthribidae|Thailand|Trang|	-131997976-01-01	-131997976.000000
GMMGR014-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000650	-136156114-05-26	-136156113.600166
GMMGO025-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000133	-135692462-05-21	-135692461.614903
GMMGP021-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000134	-135472702-08-14	-135472701.381641
GMMGB082-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000135	-134817703-09-01	-134817702.333439
GMMGO002-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMGT2823-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000141	-137167976-02-26	-137167975.845380
GMMGJ082-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000142	-136394758-10-24	-136394757.187478
GMMBX012-17|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000143	-136031939-06-14	-136031938.550634
NODE_0000144	-135975637-03-05	-135975636.826748
GMGAQ007-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000658	-135975637-03-05	-135975636.826748
NODE_0000145	-134435765-03-25	-134435764.770240
GMMGH065-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMNGW025-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
NODE_0000147	-134517245-08-23	-134517244.358202
NODE_0000148	-132010255-07-23	-132010254.442928
CNRGA149-15|Eurymycter_tricarinatus|Anthribidae|Canada|Ontario|BIOUG_ROUGE-NP	-131997976-01-01	-131997976.000000
GMGSK109-12|Anthribidae|Anthribidae|United_States|Tennessee|BIOUG_GSM-NP	-131997976-01-01	-131997976.000000
NODE_0000149	-132010255-07-23	-132010254.442928
BIOD09013	-131997976-01-01	-131997976.000000
BIOD08529	-131997976-01-01	-131997976.000000
NODE_0000150	-135727054-09-18	-135727053.287087
NODE_0000151	-135504155-07-23	-135504154.442231
GMGAB093-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	-131997976-01-01	-131997976.000000
NODE_0000152	-134541787-04-04	-134541786.744342
GMMGN1046-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000153	-132038062-04-28	-132038061.678195
GMMNI468-18|Anthribidae|Anthribidae|Malaysia|Negeri_Sembilan|	-131997976-01-01	-131997976.000000
GMBCM4224-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
NODE_0000476	-132010255-07-23	-132010254.442928
GMBCF5659-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
BIOD09246	-131997976-01-01	-131997976.000000
NODE_0000156	-135276510-08-30	-135276509.337696
NODE_0000157	-132212527-03-01	-132212526.836433
GMGBA014-17|Anthribidae|Anthribidae|Gabon|Moyen-Ogooue|	--	--
GMMDF153-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000158	-134881300-08-07	-134881299.400490
NODE_0000159	-133840705-11-10	-133840704.141565
GMMDN1429-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000160	-132010255-07-23	-132010254.442928
MAMTP1860-13|Anthribidae|Anthribidae|Pakistan|Islamabad|BIOUG_RAWAL	-131997976-01-01	-131997976.000000
GMMDH142-15|Anthribidae|Anthribidae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-131997976-01-01	-131997976.000000
NODE_0000161	-134572135-10-20	-134572134.199809
NODE_0000673	-134572135-10-20	-134572134.199809
GMMGB087-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000163	-134041634-11-26	-134041633.097897
GMMGI922-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000164	-133035912-10-02	-133035911.246702
GMBCN745-15|Anthribidae|Anthribidae|Bangladesh|Chittagong|BIOUG_BANGLADESH	-131997976-01-01	-131997976.000000
GMMGF006-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
NODE_0000165	-134141309-05-28	-134141308.595643
NODE_0000166	-132913548-11-12	-132913547.136783
GMMGN1004-14|Anthribidae|Anthribidae|Malaysia|Selangor|BIOUG_GOMBAK	-131997976-01-01	-131997976.000000
GMMBG031-16|Anthribidae|Anthribidae|Malaysia|Selangor|	-131997976-01-01	-131997976.000000
NODE_0000167	-132010255-07-23	-132010254.442928
GMNGD007-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
GMNGR649-16|Anthribidae|Anthribidae|Papua_New_Guinea|Madang|	-131997976-01-01	-131997976.000000
