,Branch length stretch,Local substitution rate,date,numdate
BIOD04309,0.6714712302122249,1.2387470263625417,,-159750828.53733668
BIOD04310,0.0,1.0000000240419642,,-156280547.36657205
BIOD04311,0.9999938559898497,1.0000000207968394,,-154335379.3810432
BIOD04318,0.9999937534146309,0.9999961624994432,,-152192344.89165843
BIOD04439,0.9999966663881387,1.0000064859612066,,-147449043.451942
BIOD04465,0.0,1.0000368911880486,,-160179031.7234409
BIOD04472,0.0,1.0072992726955283,,-156181629.38674387
BIOD04478,0.0,1.0000000000000047,,-155198980.61203417
BIOD04482,0.9996728534680617,1.000295224150392,,-156032946.256035
BIOD04497,0.0,1.0000000037960997,,-156280547.36657205
BIOD04507,0.0,1.0000000158837552,,-156019064.06913233
BIOD04639,0.0,1.000097683709745,,-160219849.15171286
BIOD04687,0.0,1.0050352982491688,,-151442500.1812715
BIOD04718,0.0,1.0000000111187937,,-153949608.28787032
BIOD04824,0.999991316126125,1.0000068271338296,,-157063145.83713385
BIOD04826,0.0,1.0000000000047369,,-156832448.4212908
BIOD04827,0.946307063781337,1.0024225204596675,,-155426402.45367315
BIOD04828,0.0,1.0000000037960997,,-156280547.36657205
BIOD04906,0.0,1.000000018841231,,-156511823.15216208
BIOD04959,0.0,1.000000000008605,,-152522732.4718369
BIOD04966,0.0,1.00000005763799,,-155279111.6156366
BIOD04968,0.9999933225914991,1.0000000000058722,,-151809832.74190104
BIOD04970,0.0,1.0000839848051655,,-154743822.32258505
BIOD05004,0.0,1.0000992338836716,,-153690487.90034738
BIOD05072,0.0,1.0,,-142990472.96245348
BIOD05280,2.0,0.9609976781664342,-171997976.0,-173211910.3568614
BIOD05326,0.0,1.0003842619717689,,-159237948.3442371
BIOD05359,0.9999922068459425,1.000000026565896,,-151038063.25927898
BIOD05368,0.9999971758818613,1.0000033199260623,,-137659146.0828285
BIOD05436,0.0,1.0000000000000047,,-155198980.61203417
BIOD05530,0.0,1.0000000010545058,,-147848411.0412932
BIOD05616,0.0,1.000000000008605,,-152522732.4718369
BIOD05773,0.999994810477545,0.9999999999995007,,-151256003.356376
BIOD05780,0.999992811859165,1.0000000016358859,,-151338177.2372839
BIOD05850,0.9999949995139538,1.0000000269270968,,-153994383.27231896
BIOD05944,0.0,0.9999970192109159,,-156549505.79110998
BIOD05983,0.0,1.000097683709745,,-160219849.15171286
BIOD06059,0.9999940367380338,1.0000010027024402,,-154852629.941863
BIOD06072,0.9999935782399598,1.0000174496272003,,-155350402.20406356
BIOD06095,0.0,1.0000066932688536,,-157380457.9179559
BIOD06101,0.9999945367691679,1.0000138864066674,,-154653606.93768266
BIOD06115,0.9999936164866559,1.0000000000047082,,-151740344.7562407
BIOD06119,0.9999560776095379,1.0000396213586922,,-159805175.45568615
BIOD06128,0.999994770833658,1.0000000176297887,,-149325825.16128698
BIOD06310,0.9997155827272253,1.0002959085191097,,-160216185.81265905
BIOD06313,0.9999896253172678,1.0000000037805692,,-156795958.469973
BIOD06322,0.0,1.0,,-142990472.96245348
BIOD06329,0.999975722369764,0.9999999981828396,,-155221362.49655008
BIOD06340,0.9990595399518499,1.0011697556165304,,-155566220.90312675
BIOD06350,0.0,1.0000056780878799,,-162908165.3007169
BIOD06358,0.9999910858001863,1.000000030421971,,-151329111.6358069
BIOD06367,0.0,1.0000056780878799,,-162908165.3007169
BIOD06465,0.7832867427465376,1.547160983501695,-162997976.0,-164148390.5360696
BIOD06493,0.9999921590274858,0.9999999999999998,,-151044194.32603192
BIOD06505,0.9999948584057217,1.000000003068431,,-152200012.57444614
BIOD06525,0.9999735343451667,1.0000000000290987,,-157948717.283721
BIOD06706,0.0,1.0000049247632028,,-153990896.7557888
BIOD06718,0.9999750076212748,1.0000000000201907,,-155788350.11802015
BIOD06723,0.9999928432011433,1.0000056139181854,,-155867035.99932978
BIOD06949,0.9999919409646943,1.0000000000274774,,-153632184.74191737
BIOD06984,0.9999883811643824,0.9299409780509758,,-159870736.89563656
BIOD07104,0.0,1.3112053119197067,,-166767282.32460395
BIOD07207,0.0,1.0000000347962512,,-156305642.59793264
BIOD07209,0.0,1.0,,-142990472.96245348
BIOD07238,0.9997288907698405,1.0002961526775829,,-153593319.98582
BIOD07239,0.0,0.9999918165551024,,-158442726.5872108
BIOD07333,0.482301112235574,1.4591770612405432,,-158508042.73064363
BIOD07424,0.0,1.0000000000132756,,-154370758.85218567
BIOD07433,0.9999946062898487,1.0000105262125218,,-153026398.76606116
BIOD07440,0.0,1.000000011994501,,-149888327.96194264
BIOD07444,0.9999943040582215,1.0000000193686727,,-154021299.60895637
BIOD07548,0.9999521305968089,1.0000000000352278,,-154447579.09435627
BIOD07649,0.0,0.9999993806085012,,-143996577.97864148
BIOD07654,0.9999906120349624,1.0000000000045144,,-152088317.2609663
BIOD07664,0.9999937509912047,0.9999999995617666,,-153471284.01264137
BIOD07669,0.9990667769566325,1.0011703370625384,,-150902561.99139917
BIOD07670,0.0,1.0000000697142568,,-151046219.05127048
BIOD07672,0.0,1.0000262239332018,,-161527462.94516644
BIOD07673,0.9999757640719887,1.0000212607698067,,-159974317.60475427
BIOD07689,0.4283120814432442,1.5211349299334906,,-163346713.92010048
BIOD07690,0.6281938439295729,1.2734643814499225,,-160066008.81075466
BIOD07692,0.9996817001853822,1.0008666720508943,,-161700981.715638
BIOD07913,0.0,1.000000006999221,,-155155441.68297285
BIOD07926,0.9999699692261156,1.0000000000263871,,-157990807.83992088
BIOD07935,0.9708457807360202,1.0183381579148212,,-154927391.04465517
BIOD07942,0.9997938300460749,1.0002968761252493,,-156357326.43333974
BIOD07968,0.0,1.000000011994501,,-149888327.96194264
BIOD08003,0.9991224190921286,1.00117575510756,,-154571880.22562596
BIOD08043,0.0,1.0312298600647458,,-152134028.45745534
BIOD08094,0.9997406441023629,1.00038766356353,,-151694209.82608053
BIOD08132,0.99999773347256,1.0000000076506235,,-138517552.42274338
BIOD08134,0.0,1.0000000008922822,,-145763514.33013394
BIOD08293,0.0,1.0000063835074906,,-156076795.6976508
BIOD08308,0.0,1.0003901038474186,,-152119154.73915827
BIOD08438,0.0,1.0000000000010647,,-143013400.51835912
BIOD08460,0.0,1.0000000000014846,,-151309821.77370507
BIOD08464,0.9999890794146787,0.9999999995317702,,-155517566.3221027
BIOD08614,0.0,1.0000000392183672,,-150020313.94452572
BIOD08727,0.0,1.040532199327335,,-154222432.04257387
BIOD08738,0.0,1.0003867254896284,,-156761605.65040362
BIOD08765,0.0,1.0000183024906302,,-156908226.2945124
BIOD08907,0.0,1.0000000000000002,,-146013343.05705133
BIOD08991,0.0,1.0000000037960997,,-156280547.36657205
BIOD09004,0.0,1.0000000000014846,,-151309821.77370507
BIOD09120,0.0,1.000378975345017,,-156535481.534538
BIOD09271,0.0,1.0000000000047369,,-156832448.4212908
BIOD09279,0.9999979235691148,1.0000032753864572,,-136806600.46338153
BIOD09283,0.0,1.0000000037960997,,-156280547.36657205
BIOD09285,0.99999432578551,0.9488046329824072,,-155408181.9734737
BIOD09289,0.0,1.00000005763799,,-155279111.6156366
BIOD09319,0.0,1.0000000392183672,,-150020313.94452572
BIOD09332,0.999781425125971,1.0002967265211613,,-151615352.75445977
BIOD09396,0.0,1.0000000347962512,,-156305642.59793264
BIOD09539,0.0,1.0000224088789036,,-153990896.7557888
BIOD09585,0.0,1.040532199327335,,-154222432.04257387
BIOD09588,0.0,1.0000183024906302,,-156908226.2945124
BIOD09816,0.0,1.040532199327335,,-154222432.04257387
BIOD09836,0.0,1.0000000037960997,,-156280547.36657205
BIOD09863,0.0,1.0000000000047369,,-156832448.4212908
BIOD09882,0.0,1.000000018841231,,-156511823.15216208
BIOD09896,0.9990732545342241,1.0011725160992626,,-153544025.86015552
BIOD09979,0.9999560347824145,1.0000000000205227,,-154756495.58267102
CCCP00003,0.999788881746618,1.0002968168721396,,-151751527.41357312
CCCP00043,0.9997817671622301,1.0002967306952584,,-152394252.3937371
CCCP00047,0.0,1.0000000000000073,,-153526364.68219385
CCCP00053,0.9999792607737485,1.0000000719661655,,-157605392.0339879
CCCP00123,0.9999686911298008,1.0000001100723772,,-158574837.62842017
CCCP00310,0.0,1.0000000182297273,,-152063632.8909296
CCCP00317,0.9999905527708584,1.0000000321886742,,-151892655.8373898
CNBPF012-12|Mordellaria|Mordellidae|Canada|Ontario|BIOUG_BRUCE-NP,0.0,1.000000012475215,,-154798305.18940797
CNEIC044-12|Mordellistena|Mordellidae|Canada|Alberta|BIOUG_ELKISL-NP_1,0.9997851718584172,1.000297016341749,,-149069198.9834058
CNEIC133-12|Mordellistena_frosti|Mordellidae|Canada|Alberta|BIOUG_ELKISL-NP_1,0.9999852961192057,1.0000000000017621,,-156354283.58558643
CNEID034-12|Mordellistena|Mordellidae|Canada|Alberta|BIOUG_ELKISL-NP_1,0.9999917310309128,1.0000000000000002,,-148047508.05583104
CNFNS1309-14|Mordellistena_bicoloripilosa|Mordellidae|Canada|Quebec|BIOUG_FORILLON-NP,0.0,1.0000984646530293,,-155321431.74685928
CNGBM236-14|Mordellistena_errans|Mordellidae|Canada|Ontario|BIOUG_GEOBAY-NP_2,0.0,1.0000000558136877,,-154748724.10209835
CNGSD9167-15|Mordellina_nigricans|Mordellidae|Canada|Saskatchewan|BIOUG_GRASS-NP,0.9999897119737058,1.0000000000067184,,-151242801.69388282
CNGSD9188-15|Mordellistena|Mordellidae|Canada|Saskatchewan|BIOUG_GRASS-NP,0.9990934842516714,1.001173971692906,,-149265659.19849616
CNGSD9197-15|Mordellistena_sericans|Mordellidae|Canada|Saskatchewan|BIOUG_GRASS-NP,0.9989047757501146,1.0011559829730743,,-152667257.66499853
CNGSD9228-15|Mordellinae|Mordellidae|Canada|Saskatchewan|BIOUG_GRASS-NP,0.9999919359098652,1.0000000000034839,,-152825684.90882203
CNGSF2636-15|Mordellinae|Mordellidae|Canada|Saskatchewan|BIOUG_GRASS-NP,0.9999732444243891,1.000000000000011,,-153484130.71820313
CNKOO737-14|Mordellistena_errans|Mordellidae|Canada|New_Brunswick|BIOUG_KOUCH-NP,0.9990986058245847,1.001172823439766,,-154590144.24226478
CNPAE476-13|Mordellistena_bicinctella|Mordellidae|Canada|Saskatchewan|BIOUG_PRINCEALB-NP_2,0.0,1.0000000498040802,,-153365856.93963543
CNPPD2438-12|Mordellistena|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.9999875520507462,1.000000042783163,,-148201950.95323095
CNPPD2447-12|Mordellistena|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.0,1.0000013795950344,,-151228170.67116836
CNPPD2463-12|Mordellistena|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.9999917237778796,1.0000000282386767,,-153056352.02035978
CNPPE1527-12|Mordella_marginata|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.9987803832255513,1.0011431254951655,,-159583061.95012197
CNPPE1533-12|Mordella_marginata|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.0,1.0000995544802043,,-159283786.30088282
CNPPE2277-12|Mordellistena_militaris|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.9999646097196387,1.0000000000000093,,-156254239.00519392
CNPPE2279-12|Falsomordellistena_liturata|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.0,1.0000001409958874,,-155814362.5040086
CNPPE2295-12|Mordellina_ancilla|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.9999928666944644,1.0000000000067768,,-152068286.58462605
CNPPE2302-12|Pseudotolida_arida|Mordellidae|Canada|Ontario|BIOUG_PELEE-NP,0.0,1.0003783666339543,,-152550219.59770817
