#node	date	numeric date
NODE_0000220	-137434737-01-26	-137434736.928899
GMNGE012-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGE011-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000221	-140241372-05-21	-140241371.614656
NODE_0000388	-140241372-05-21	-140241371.614656
GBDL03178	-133997976-01-01	-133997976.000000
GBDL02905	-133997976-01-01	-133997976.000000
NODE_0000389	-140241372-05-21	-140241371.614656
GBDL02893	-133997976-01-01	-133997976.000000
GBDL03297	-133997976-01-01	-133997976.000000
NODE_0000225	-145231910-03-31	-145231909.753982
NODE_0000226	-143689583-11-30	-143689582.085903
BIOD04235	-133997976-01-01	-133997976.000000
NODE_0000227	-142958437-07-06	-142958436.488275
GBDL02926	-133997976-01-01	-133997976.000000
NODE_0000228	-134021370-09-02	-134021369.329207
GBDL03203	-133997976-01-01	-133997976.000000
GBDL03279	-133997976-01-01	-133997976.000000
NODE_0000229	-144120277-07-02	-144120276.500332
NODE_0000230	-142103694-04-01	-142103693.752228
GMASP006-17|Cleridae|Cleridae|Australia|South_Australia|	-133997976-01-01	-133997976.000000
NODE_0000231	-140399556-01-05	-140399555.988125
CNRGE504-15|Priocera_castanea|Cleridae|Canada|Ontario|BIOUG_ROUGE-NP	-133997976-01-01	-133997976.000000
NODE_0000232	-139165600-03-10	-139165599.811112
JIFFK094-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
NODE_0000233	-137096252-04-11	-137096251.723420
NODE_0000234	-134325483-05-23	-134325482.608899
PAJUN1366-12|Placopterus_thoracicus|Cleridae|Canada|Ontario|BIOUG_PDH-home	-133997976-01-01	-133997976.000000
GMFRQ053-15|Placopterus_thoracicus|Cleridae|United_States|Virginia|BIOUG_FRONTROYAL	-133997976-01-01	-133997976.000000
NODE_0000235	-135339642-10-29	-135339641.173789
BIOD08973	-133997976-01-01	-133997976.000000
NODE_0000236	-134706271-01-25	-134706270.934191
GMHNB305-15|Cleridae|Cleridae|Honduras|Cortes|	-133997976-01-01	-133997976.000000
GMHMB192-15|Cleridae|Cleridae|Honduras|Cortes|	-133997976-01-01	-133997976.000000
NODE_0000237	-143515538-01-25	-143515537.933097
NODE_0000238	-139691813-07-21	-139691812.448256
NODE_0000239	-137340565-01-31	-137340564.915083
JIAAI015-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
GMCCB1431-17|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
NODE_0000240	-138042150-08-25	-138042149.352880
NODE_0000242	-134021370-09-02	-134021369.329207
BIOD07413	-133997976-01-01	-133997976.000000
BIOD06296	-133997976-01-01	-133997976.000000
NODE_0000407	-138042150-08-25	-138042149.352880
GMHLK008-15|Cleridae|Cleridae|Honduras|Cortes|	-133997976-01-01	-133997976.000000
JIAAI012-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
NODE_0000243	-142944941-01-16	-142944940.956916
NODE_0000244	-137303484-04-06	-137303483.737349
GMCRY800-14|Cleridae|Cleridae|Costa_Rica|Guanacaste|BIOUG_ACG	-133997976-01-01	-133997976.000000
NODE_0000245	-136547899-09-18	-136547898.285728
NODE_0000246	-135643855-12-17	-135643854.040147
GMACP043-15|Cleridae|Cleridae|Costa_Rica|Guanacaste|BIOUG_ACG	-133997976-01-01	-133997976.000000
GBDL01538	-133997976-01-01	-133997976.000000
NODE_0000247	-135554908-11-03	-135554907.159321
BIOD01832	-133997976-01-01	-133997976.000000
NODE_0000248	-135210190-01-31	-135210189.915508
GMCRK3135-13|Cleridae|Cleridae|Costa_Rica|Guanacaste|BIOUG_ACG	-133997976-01-01	-133997976.000000
GMCDO021-17|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
NODE_0000249	-141615540-02-07	-141615539.898618
NODE_0000415	-141615540-02-07	-141615539.898618
NODE_0000253	-137435131-12-01	-137435130.083239
GMMCK974-14|Cleridae|Cleridae|Mexico|Jalisco|BIOUG_CHAMELA	-133997976-01-01	-133997976.000000
GMCRJ1417-13|Cleridae|Cleridae|Costa_Rica|Guanacaste|BIOUG_ACG	-133997976-01-01	-133997976.000000
NODE_0000250	-137967491-04-22	-137967490.694519
GMASY005-17|Cleridae|Cleridae|Australia|South_Australia|	-133997976-01-01	-133997976.000000
NODE_0000251	-134021370-09-02	-134021369.329207
GMASC011-17|Cleridae|Cleridae|Australia|South_Australia|	-133997976-01-01	-133997976.000000
GMASX005-17|Cleridae|Cleridae|Australia|South_Australia|	-133997976-01-01	-133997976.000000
NODE_0000254	-140399184-04-28	-140399183.677377
NODE_0000255	-139749041-01-04	-139749040.989545
NODE_0000256	-137297322-02-12	-137297321.883555
JICER229-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
BIOD07002	-133997976-01-01	-133997976.000000
NODE_0000257	-136682772-11-03	-136682771.160427
JIEEJ009-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
BIOD07070	-133997976-01-01	-133997976.000000
NODE_0000258	-140097248-03-29	-140097247.760804
GMPAQ006-18|Cleridae|Cleridae|Panama|Panama|	-133997976-01-01	-133997976.000000
NODE_0000259	-139778537-02-13	-139778536.880843
JICCB022-16|Cleridae|Cleridae|Costa_Rica|Guanacaste|	-133997976-01-01	-133997976.000000
NODE_0000260	-138612381-02-01	-138612380.913872
GMHMD037-15|Cleridae|Cleridae|Honduras|Cortes|	-133997976-01-01	-133997976.000000
NODE_0000426	-138612381-02-01	-138612380.913872
BIOD03618	-133997976-01-01	-133997976.000000
NODE_0000262	-134021370-09-02	-134021369.329207
BIOD06122	-133997976-01-01	-133997976.000000
BIOD05742	-133997976-01-01	-133997976.000000
NODE_0000263	-145550528-01-29	-145550527.921449
NODE_0000429	-145550528-01-29	-145550527.921449
NODE_0000430	-145550528-01-29	-145550527.921449
NODE_0000312	-141644191-04-01	-141644190.752337
BIOD01407	-133997976-01-01	-133997976.000000
NODE_0000313	-138588976-03-07	-138588975.821889
GMMGF489-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000433	-138588976-03-07	-138588975.821889
GBDL00597	-133997976-01-01	-133997976.000000
GMMGD1719-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000315	-141693064-11-11	-141693063.137353
NODE_0000435	-141693064-11-11	-141693063.137353
GMAQT009-17|Cleridae|Cleridae|Australia|Queensland|	-133997976-01-01	-133997976.000000
SRAA00026	-133997976-01-01	-133997976.000000
NODE_0000317	-138584579-04-21	-138584578.696531
GMNGU785-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000437	-138584579-04-21	-138584578.696531
GMNGZ018-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGZ043-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000264	-141658123-06-28	-141658122.510310
GMMGS066-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000265	-141151315-01-02	-141151314.997158
NODE_0000266	-134208516-01-14	-134208515.962864
GMMGH1166-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
BIOD00087	-133997976-01-01	-133997976.000000
NODE_0000267	-141127455-12-30	-141127454.005433
BIOD08648	-133997976-01-01	-133997976.000000
NODE_0000268	-141127455-12-30	-141127454.005433
NODE_0000269	-137420332-08-11	-137420331.390242
GMMBX005-17|Cleridae|Cleridae|Malaysia|Selangor|	-133997976-01-01	-133997976.000000
NODE_0000270	--	--
BIOD09172	--	--
BIOD08683	--	--
NODE_0000271	-140614603-03-24	-140614602.774821
NODE_0000446	-140614603-03-24	-140614602.774821
GMNGP041-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000273	-137891512-08-28	-137891511.344138
GMNGV419-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGI027-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000274	-140377080-01-13	-140377079.965665
NODE_0000275	-138648025-09-16	-138648024.292654
NODE_0000276	-137473517-07-10	-137473516.479231
GMNGE038-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000277	-135044559-04-06	-135044558.737257
GMNGY837-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGO155-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000278	-136678302-10-03	-136678301.246304
GMNGX037-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000279	-136088224-05-01	-136088223.668698
GMNGO150-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000280	-134021370-09-02	-134021369.329207
GMKMX1752-15|Cleridae|Cleridae|Kenya|Laikipia|BIOUG_KENYA2	--	--
GMNGK395-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000281	-140298568-11-23	-140298567.105148
NODE_0000282	-139246451-04-24	-139246450.688451
BIOD05273	-133997976-01-01	-133997976.000000
NODE_0000283	-137838826-02-16	-137838825.873152
GMNGA034-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000458	-137838826-02-16	-137838825.873152
GMMGK029-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000284	--	--
GMNGD127-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	--	--
GMNGV053-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	--	--
NODE_0000286	-139567050-05-13	-139567049.638290
NODE_0000299	-139316379-03-28	-139316378.763959
GMNGM073-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000300	-137984199-12-01	-137984198.082677
NODE_0000301	-137723616-11-19	-137723615.116464
GMNGG547-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000302	-136166140-11-15	-136166139.128597
GMNGU791-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	--	--
GMNGI031-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000303	-135763238-06-12	-135763237.555521
GMNGI082-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000304	--	--
GMMGK006-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	--	--
NODE_0000305	--	--
NODE_0000306	--	--
BIOD08728	--	--
BIOD08421	--	--
BIOD09529	--	--
NODE_0000308	--	--
GMTKB008-18|Cleridae|Cleridae|Thailand|Trang|	--	--
NODE_0000309	--	--
BIOD00116	--	--
BIOD00380	--	--
NODE_0000471	-139567050-05-13	-139567049.638290
NODE_0000290	-137816737-01-29	-137816736.922339
NODE_0000473	-137816737-01-29	-137816736.922339
BIOD09761	-133997976-01-01	-133997976.000000
GMAQQ053-17|Cleridae|Cleridae|Australia|Queensland|	-133997976-01-01	-133997976.000000
NODE_0000292	-137263340-03-21	-137263339.782088
NODE_0000293	-136098542-11-07	-136098541.149244
GMNGA035-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGI015-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000294	--	--
GBDL02996	--	--
GBDL03278	--	--
NODE_0000477	-139567050-05-13	-139567049.638290
NODE_0000297	-137074665-08-23	-137074664.358199
GMMDL164-15|Cleridae|Cleridae|Madagascar|Toamasina|BIOUG_MADAGASACAR	-133997976-01-01	-133997976.000000
NODE_0000298	--	--
GMMDN1665-15|Cleridae|Cleridae|Madagascar|Toamasina|BIOUG_MADAGASACAR	--	--
GMMDA508-15|Cleridae|Cleridae|Madagascar|Toamasina|BIOUG_MADAGASACAR	--	--
NODE_0000480	-139567050-05-13	-139567049.638290
GBDL00453	-133997976-01-01	-133997976.000000
NODE_0000288	-135623238-03-10	-135623237.813548
GMMGQ069-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	--	--
NODE_0000289	-135259351-01-20	-135259350.946446
GMMGK014-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	--	--
BIOD01342	-133997976-01-01	-133997976.000000
NODE_0000319	-144485341-09-09	-144485340.312028
GMNGY662-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000320	-143787220-12-02	-143787219.079520
NODE_0000485	-143787220-12-02	-143787219.079520
NODE_0000322	-137760409-04-02	-137760408.750138
GMNGF204-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGH1605-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000323	-134021370-09-02	-134021369.329207
GMCHL021-14|Cleridae|Cleridae|China|Shaanxi|BIOUG_SHAANXI	-133997976-01-01	-133997976.000000
NODE_0000324	-134021370-09-02	-134021369.329207
GBDL02911	-133997976-01-01	-133997976.000000
GBDL03131	-133997976-01-01	-133997976.000000
NODE_0000325	-143377425-06-18	-143377424.538366
NODE_0000360	-142864915-06-07	-142864914.567811
NODE_0000361	-138815014-02-08	-138815013.895508
NODE_0000362	-134352751-06-30	-134352750.504205
GMGAQ014-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
BIOD05124	-133997976-01-01	-133997976.000000
NODE_0000363	-134843704-02-01	-134843703.913089
GMGAC033-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000364	-134021370-09-02	-134021369.329207
BIOD06705	-133997976-01-01	-133997976.000000
NODE_0000365	-134021156-08-22	-134021155.359103
NODE_0000366	-134021156-08-22	-134021155.359103
BIOD07501	-133997976-01-01	-133997976.000000
BIOD04261	-133997976-01-01	-133997976.000000
NODE_0000367	-134021156-08-22	-134021155.359103
BIOD03369	-133997976-01-01	-133997976.000000
BIOD05662	-133997976-01-01	-133997976.000000
NODE_0000368	-141399840-07-04	-141399839.493210
NODE_0000369	-141079241-08-22	-141079240.360367
NODE_0000370	-139816281-12-23	-139816280.022755
GMGAH1237-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000501	-139816281-12-23	-139816280.022755
GMGAQ008-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
GMGAZ060-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000372	-138620089-12-16	-138620088.043039
NODE_0000373	-135767595-11-24	-135767594.103080
GMGAR014-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
GMGAJ247-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000374	-136248176-01-16	-136248175.958106
GMGAN207-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000375	-135778225-04-06	-135778224.739082
GMGAE169-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
GMGAQ042-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000376	-140836395-08-03	-140836394.412506
NODE_0000377	-139324977-02-05	-139324976.903939
GMAQE014-17|Cleridae|Cleridae|Australia|Queensland|	-133997976-01-01	-133997976.000000
BIOD08353	-133997976-01-01	-133997976.000000
NODE_0000378	-139198161-06-28	-139198160.509626
GMGAB256-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000379	-138368693-01-02	-138368692.995183
NODE_0000380	-134021370-09-02	-134021369.329207
BIOD07666	-133997976-01-01	-133997976.000000
BIOD07667	-133997976-01-01	-133997976.000000
NODE_0000381	-137201712-02-27	-137201711.841566
BIOD05108	-133997976-01-01	-133997976.000000
NODE_0000382	-134776983-06-28	-134776982.509959
GMGAO557-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
GMGAB096-17|Cleridae|Cleridae|Gabon|Moyen-Ogooue|	-133997976-01-01	-133997976.000000
NODE_0000513	-143377425-06-18	-143377424.538366
NODE_0000356	-142705501-07-07	-142705500.486452
NODE_0000358	-138409214-06-17	-138409213.540606
GMNGV037-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
GMNGF130-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000516	-142705501-07-07	-142705500.486452
GMNGA032-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000359	-134464637-06-15	-134464636.545533
GMMGG025-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
BIOD08458	-133997976-01-01	-133997976.000000
NODE_0000518	-143377425-06-18	-143377424.538366
NODE_0000519	-143377425-06-18	-143377424.538366
NODE_0000347	-141552035-09-23	-141552034.273009
BIOD08998	-133997976-01-01	-133997976.000000
NODE_0000348	-138841753-10-25	-138841752.185709
GMASD206-17|Cleridae|Cleridae|Australia|South_Australia|	-133997976-01-01	-133997976.000000
BIOD02001	-133997976-01-01	-133997976.000000
NODE_0000522	-143377425-06-18	-143377424.538366
NODE_0000350	-140567179-07-12	-140567178.473664
BIOD08474	-133997976-01-01	-133997976.000000
NODE_0000351	-134021370-09-02	-134021369.329207
GMTKK025-18|Cleridae|Cleridae|Thailand|Trang|	-133997976-01-01	-133997976.000000
GMMGD1244-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000525	-143377425-06-18	-143377424.538366
NODE_0000326	-134021370-09-02	-134021369.329207
GBDL02990	-133997976-01-01	-133997976.000000
GBDL03288	-133997976-01-01	-133997976.000000
NODE_0000353	-140579125-06-03	-140579124.580076
BIOD08476	-133997976-01-01	-133997976.000000
NODE_0000354	-139188416-05-26	-139188415.601090
GMNGH1606-16|Cleridae|Cleridae|Papua_New_Guinea|Madang|	-133997976-01-01	-133997976.000000
NODE_0000355	-136961251-01-22	-136961250.941175
GMMGD3818-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
MAMTP1843-13|Cleridae|Cleridae|Pakistan|Islamabad|BIOUG_RAWAL	-133997976-01-01	-133997976.000000
NODE_0000328	-141703585-05-17	-141703584.626073
NODE_0000329	-136277828-11-10	-136277827.141922
BIOD08457	-133997976-01-01	-133997976.000000
NODE_0000330	-134690891-07-24	-134690890.440727
GMTKD030-18|Cleridae|Cleridae|Thailand|Trang|	-133997976-01-01	-133997976.000000
GMMGC373-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000331	-140199304-03-14	-140199303.801187
NODE_0000332	-138029687-11-28	-138029686.091616
GMMGT2160-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000333	-135599317-01-18	-135599316.951210
GMMGT118-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
BIOD00102	-133997976-01-01	-133997976.000000
NODE_0000334	-137339736-06-17	-137339735.542332
NODE_0000335	-134021370-09-02	-134021369.329207
BIOD08023	-133997976-01-01	-133997976.000000
BIOD09247	-133997976-01-01	-133997976.000000
NODE_0000336	-135983127-12-05	-135983126.073947
GMAQA012-17|Cleridae|Cleridae|Australia|Queensland|	-133997976-01-01	-133997976.000000
NODE_0000337	-135702740-11-04	-135702739.156584
NODE_0000338	-134021370-09-02	-134021369.329207
GMMSH2634-18|Cleridae|Cleridae|Malaysia|Perak|	-133997976-01-01	-133997976.000000
GMTKG319-18|Cleridae|Cleridae|Thailand|Trang|	-133997976-01-01	-133997976.000000
NODE_0000339	-134937734-03-09	-134937733.814881
GMMSI1542-18|Cleridae|Cleridae|Malaysia|Perak|	-133997976-01-01	-133997976.000000
NODE_0000340	-134774402-10-01	-134774401.250435
NODE_0000341	-134311476-06-18	-134311475.538848
GMMGD1263-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000390	-134311476-06-18	-134311475.538848
GMMGD1255-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
GMMGD1264-14|Cleridae|Cleridae|Malaysia|Selangor|BIOUG_GOMBAK	-133997976-01-01	-133997976.000000
NODE_0000343	-134021370-09-02	-134021369.329207
BIOD08430	-133997976-01-01	-133997976.000000
NODE_0000392	-134021370-09-02	-134021369.329207
BIOD09653	-133997976-01-01	-133997976.000000
BIOD09251	-133997976-01-01	-133997976.000000
